"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2011","European Economic Area (EU27 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2011","European Free Trade Association","Marriages","66,580",""
"2011","European Free Trade Association","Crude marriage rate","5.0",""
"2011","European Free Trade Association","Mean age at first marriage - males","32.9",""
"2011","European Free Trade Association","Mean age at first marriage - females","30.4",""
"2011","European Free Trade Association","Total first marriage rate - males","0.56",""
"2011","Iceland","Marriages","1,458",""
"2011","Iceland","Crude marriage rate","4.6",""
"2011","Iceland","Mean age at first marriage - males","34.4",""
"2011","Iceland","Mean age at first marriage - females","32.4",""
"2011","Iceland","Total first marriage rate - males","0.51",""
"2011","Liechtenstein","Marriages","163",""
"2011","Liechtenstein","Crude marriage rate","4.5",""
"2011","Liechtenstein","Mean age at first marriage - males","32.5",""
"2011","Liechtenstein","Mean age at first marriage - females","30.8",""
"2011","Liechtenstein","Total first marriage rate - males","0.48",""
"2011","Norway","Marriages","22,876",""
"2011","Norway","Crude marriage rate","4.6",""
"2011","Norway","Mean age at first marriage - males","33.9",""
"2011","Norway","Mean age at first marriage - females","31.1",""
"2011","Norway","Total first marriage rate - males","0.51",""
"2011","Switzerland","Marriages","42,083",""
"2011","Switzerland","Crude marriage rate","5.3","b"
"2011","Switzerland","Mean age at first marriage - males","32.4",""
"2011","Switzerland","Mean age at first marriage - females","29.9",""
"2011","Switzerland","Total first marriage rate - males","0.59","b"
"2011","Montenegro","Marriages",":",""
"2011","Montenegro","Crude marriage rate",":",""
"2011","Montenegro","Mean age at first marriage - males","31.7",""
"2011","Montenegro","Mean age at first marriage - females","27.2",""
"2011","Montenegro","Total first marriage rate - males","0.72",""
"2011","North Macedonia","Marriages","14,736",""
"2011","North Macedonia","Crude marriage rate","7.2",""
"2011","North Macedonia","Mean age at first marriage - males","28.5",""
"2011","North Macedonia","Mean age at first marriage - females","25.4",""
"2011","North Macedonia","Total first marriage rate - males","0.81",""
"2011","Albania","Marriages","25,303",""
"2011","Albania","Crude marriage rate",":",""
"2011","Albania","Mean age at first marriage - males",":",""
"2011","Albania","Mean age at first marriage - females",":",""
"2011","Albania","Total first marriage rate - males",":",""
"2011","Serbia","Marriages","35,808",""
"2011","Serbia","Crude marriage rate","4.9",""
"2011","Serbia","Mean age at first marriage - males","30.7",""
"2011","Serbia","Mean age at first marriage - females","27.4",""
"2011","Serbia","Total first marriage rate - males","0.62",""
"2011","Turkey","Marriages","592,775",""
"2011","Turkey","Crude marriage rate","8.0",""
"2011","Turkey","Mean age at first marriage - males","27.2",""
"2011","Turkey","Mean age at first marriage - females","23.9",""
"2011","Turkey","Total first marriage rate - males","0.80",""
"2011","Andorra","Marriages",":",""
"2011","Andorra","Crude marriage rate",":",""
"2011","Andorra","Mean age at first marriage - males",":",""
"2011","Andorra","Mean age at first marriage - females",":",""
"2011","Andorra","Total first marriage rate - males",":",""
"2011","Belarus","Marriages","86,785",""
"2011","Belarus","Crude marriage rate","9.2",""
"2011","Belarus","Mean age at first marriage - males","26.8",""
"2011","Belarus","Mean age at first marriage - females","24.4",""
"2011","Belarus","Total first marriage rate - males","0.86",""
"2011","Bosnia and Herzegovina","Marriages",":",""
"2011","Bosnia and Herzegovina","Crude marriage rate",":",""
"2011","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2011","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2011","Bosnia and Herzegovina","Total first marriage rate - males",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages","16,619",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","9.3",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males",":",""
"2011","Moldova","Marriages","25,900",""
"2011","Moldova","Crude marriage rate","7.3",""
"2011","Moldova","Mean age at first marriage - males",":",""
"2011","Moldova","Mean age at first marriage - females",":",""
"2011","Moldova","Total first marriage rate - males",":",""
"2011","Monaco","Marriages",":",""
"2011","Monaco","Crude marriage rate",":",""
"2011","Monaco","Mean age at first marriage - males",":",""
"2011","Monaco","Mean age at first marriage - females",":",""
"2011","Monaco","Total first marriage rate - males",":",""
"2011","Russia","Marriages","1,316,011",""
"2011","Russia","Crude marriage rate","9.2",""
"2011","Russia","Mean age at first marriage - males",":",""
"2011","Russia","Mean age at first marriage - females",":",""
"2011","Russia","Total first marriage rate - males",":",""
"2011","San Marino","Marriages","205",""
"2011","San Marino","Crude marriage rate","6.3",""
"2011","San Marino","Mean age at first marriage - males",":",""
"2011","San Marino","Mean age at first marriage - females",":",""
"2011","San Marino","Total first marriage rate - males",":",""
"2011","Ukraine","Marriages","355,880",""
"2011","Ukraine","Crude marriage rate","7.8",""
"2011","Ukraine","Mean age at first marriage - males","27.1",""
"2011","Ukraine","Mean age at first marriage - females","24.1",""
"2011","Ukraine","Total first marriage rate - males","0.75",""
"2011","Armenia","Marriages","19,706",""
"2011","Armenia","Crude marriage rate","6.0",""
"2011","Armenia","Mean age at first marriage - males",":",""
"2011","Armenia","Mean age at first marriage - females",":",""
"2011","Armenia","Total first marriage rate - males",":",""
"2011","Azerbaijan","Marriages","88,145",""
"2011","Azerbaijan","Crude marriage rate","9.6",""
"2011","Azerbaijan","Mean age at first marriage - males",":",""
"2011","Azerbaijan","Mean age at first marriage - females",":",""
"2011","Azerbaijan","Total first marriage rate - males",":",""
"2011","Georgia","Marriages","30,863",""
"2011","Georgia","Crude marriage rate","6.9",""
"2011","Georgia","Mean age at first marriage - males",":",""
"2011","Georgia","Mean age at first marriage - females",":",""
"2011","Georgia","Total first marriage rate - males",":",""
"2012","European Union - 28 countries","Marriages","2,182,306",""
"2012","European Union - 28 countries","Crude marriage rate",":",""
"2012","European Union - 28 countries","Mean age at first marriage - males",":",""
"2012","European Union - 28 countries","Mean age at first marriage - females",":",""
"2012","European Union - 28 countries","Total first marriage rate - males",":",""
"2012","European Union - 27 countries (2007-2013)","Marriages","2,161,983",""
"2012","European Union - 27 countries (2007-2013)","Crude marriage rate",":",""
"2012","European Union - 27 countries (2007-2013)","Mean age at first marriage - males",":",""
"2012","European Union - 27 countries (2007-2013)","Mean age at first marriage - females",":",""
"2012","European Union - 27 countries (2007-2013)","Total first marriage rate - males",":",""
"2012","Euro area (19 countries)","Marriages","1,366,638",""
"2012","Euro area (19 countries)","Crude marriage rate","4.1",""
"2012","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2012","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2012","Euro area (19 countries)","Total first marriage rate - males",":",""
"2012","Euro area (18 countries)","Marriages","1,345,978",""
"2012","Euro area (18 countries)","Crude marriage rate","4.0",""
"2012","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2012","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2012","Euro area (18 countries)","Total first marriage rate - males",":",""
"2012","Belgium","Marriages","42,198",""
"2012","Belgium","Crude marriage rate","3.8",""
"2012","Belgium","Mean age at first marriage - males",":",""
"2012","Belgium","Mean age at first marriage - females",":",""
"2012","Belgium","Total first marriage rate - males",":",""
"2012","Bulgaria","Marriages","21,167",""
"2012","Bulgaria","Crude marriage rate","2.9",""
"2012","Bulgaria","Mean age at first marriage - males",":",""
"2012","Bulgaria","Mean age at first marriage - females",":",""
"2012","Bulgaria","Total first marriage rate - males",":",""
"2012","Czechia","Marriages","45,206",""
"2012","Czechia","Crude marriage rate","4.3",""
"2012","Czechia","Mean age at first marriage - males","31.2",""
"2012","Czechia","Mean age at first marriage - females","28.3",""
"2012","Czechia","Total first marriage rate - males",":",""
"2012","Denmark","Marriages","28,503",""
"2012","Denmark","Crude marriage rate","5.1",""
"2012","Denmark","Mean age at first marriage - males","34.3",""
"2012","Denmark","Mean age at first marriage - females","31.8",""
"2012","Denmark","Total first marriage rate - males",":",""
"2012","Germany (until 1990 former territory of the FRG)","Marriages","387,423",""
"2012","Germany (until 1990 former territory of the FRG)","Crude marriage rate","4.8",""
"2012","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males",":",""
"2012","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females",":",""
"2012","Germany (until 1990 former territory of the FRG)","Total first marriage rate - males",":",""
"2012","Germany including former GDR","Marriages","387,423",""
"2012","Germany including former GDR","Crude marriage rate","4.8",""
"2012","Germany including former GDR","Mean age at first marriage - males",":",""
"2012","Germany including former GDR","Mean age at first marriage - females",":",""
"2012","Germany including former GDR","Total first marriage rate - males",":",""
"2012","Estonia","Marriages","5,888",""
"2012","Estonia","Crude marriage rate","4.5",""
"2012","Estonia","Mean age at first marriage - males","31.3",""
"2012","Estonia","Mean age at first marriage - females","28.9",""
"2012","Estonia","Total first marriage rate - males",":",""
"2012","Ireland","Marriages","20,713",""
"2012","Ireland","Crude marriage rate","4.5",""
"2012","Ireland","Mean age at first marriage - males",":",""
"2012","Ireland","Mean age at first marriage - females",":",""
"2012","Ireland","Total first marriage rate - males",":",""
"2012","Greece","Marriages","49,710",""
"2012","Greece","Crude marriage rate","4.5",""
"2012","Greece","Mean age at first marriage - males","32.8",""
"2012","Greece","Mean age at first marriage - females","29.5",""
"2012","Greece","Total first marriage rate - males",":",""
"2012","Spain","Marriages","163,173",""
"2012","Spain","Crude marriage rate","3.5",""
"2012","Spain","Mean age at first marriage - males","33.7",""
"2012","Spain","Mean age at first marriage - females","31.6",""
"2012","Spain","Total first marriage rate - males",":",""
"2012","France","Marriages","241,000",""
"2012","France","Crude marriage rate","3.7",""
"2012","France","Mean age at first marriage - males",":",""
"2012","France","Mean age at first marriage - females",":",""
"2012","France","Total first marriage rate - males",":",""
"2012","France (metropolitan)","Marriages","235,000",""
"2012","France (metropolitan)","Crude marriage rate","3.7",""
"2012","France (metropolitan)","Mean age at first marriage - males",":",""
"2012","France (metropolitan)","Mean age at first marriage - females",":",""
"2012","France (metropolitan)","Total first marriage rate - males",":",""
"2012","Croatia","Marriages","20,323",""
"2012","Croatia","Crude marriage rate","4.8",""
"2012","Croatia","Mean age at first marriage - males","30.3",""
"2012","Croatia","Mean age at first marriage - females","27.3",""
"2012","Croatia","Total first marriage rate - males",":",""
"2012","Italy","Marriages","208,947",""
"2012","Italy","Crude marriage rate","3.5",""
"2012","Italy","Mean age at first marriage - males",":",""
"2012","Italy","Mean age at first marriage - females",":",""
"2012","Italy","Total first marriage rate - males",":",""
"2012","Cyprus","Marriages","5,806",""
"2012","Cyprus","Crude marriage rate","6.7",""
"2012","Cyprus","Mean age at first marriage - males",":",""
"2012","Cyprus","Mean age at first marriage - females",":",""
"2012","Cyprus","Total first marriage rate - males",":",""
"2012","Latvia","Marriages","11,244",""
"2012","Latvia","Crude marriage rate","5.5",""
"2012","Latvia","Mean age at first marriage - males","30.0",""
"2012","Latvia","Mean age at first marriage - females","27.5",""
"2012","Latvia","Total first marriage rate - males",":",""
"2012","Lithuania","Marriages","20,660",""
"2012","Lithuania","Crude marriage rate","6.9",""
"2012","Lithuania","Mean age at first marriage - males",":",""
"2012","Lithuania","Mean age at first marriage - females",":",""
"2012","Lithuania","Total first marriage rate - males",":",""
"2012","Luxembourg","Marriages","1,782",""
"2012","Luxembourg","Crude marriage rate","3.4","b"
"2012","Luxembourg","Mean age at first marriage - males",":","b"
"2012","Luxembourg","Mean age at first marriage - females",":","b"
"2012","Luxembourg","Total first marriage rate - males",":",""
"2012","Hungary","Marriages","36,161",""
"2012","Hungary","Crude marriage rate","3.6","b"
"2012","Hungary","Mean age at first marriage - males",":","b"
"2012","Hungary","Mean age at first marriage - females",":","b"
"2012","Hungary","Total first marriage rate - males",":",""
"2012","Malta","Marriages","2,823",""
"2012","Malta","Crude marriage rate","6.7",""
"2012","Malta","Mean age at first marriage - males",":",""
"2012","Malta","Mean age at first marriage - females",":",""
"2012","Malta","Total first marriage rate - males",":",""
"2012","Netherlands","Marriages","70,315",""
"2012","Netherlands","Crude marriage rate","4.2",""
"2012","Netherlands","Mean age at first marriage - males",":",""
"2012","Netherlands","Mean age at first marriage - females",":",""
"2012","Netherlands","Total first marriage rate - males",":",""
"2012","Austria","Marriages","38,592",""
"2012","Austria","Crude marriage rate","4.6",""
"2012","Austria","Mean age at first marriage - males","33.2",""
"2012","Austria","Mean age at first marriage - females","30.6",""
"2012","Austria","Total first marriage rate - males",":",""
"2012","Poland","Marriages","203,850",""
"2012","Poland","Crude marriage rate","5.4",""
"2012","Poland","Mean age at first marriage - males","28.7",""
"2012","Poland","Mean age at first marriage - females","26.3",""
"2012","Poland","Total first marriage rate - males",":",""
"2012","Portugal","Marriages","34,423",""
"2012","Portugal","Crude marriage rate","3.3",""
"2012","Portugal","Mean age at first marriage - males","30.4",""
"2012","Portugal","Mean age at first marriage - females","28.4",""
"2012","Portugal","Total first marriage rate - males",":",""
"2012","Romania","Marriages","107,760",""
"2012","Romania","Crude marriage rate","5.4",""
"2012","Romania","Mean age at first marriage - males",":",""
"2012","Romania","Mean age at first marriage - females",":",""
"2012","Romania","Total first marriage rate - males",":",""
"2012","Slovenia","Marriages","7,057",""
"2012","Slovenia","Crude marriage rate","3.4",""
"2012","Slovenia","Mean age at first marriage - males","32.1",""
"2012","Slovenia","Mean age at first marriage - females","29.4",""
"2012","Slovenia","Total first marriage rate - males",":",""
"2012","Slovakia","Marriages","26,006",""
"2012","Slovakia","Crude marriage rate","4.8",""
"2012","Slovakia","Mean age at first marriage - males","30.1",""
"2012","Slovakia","Mean age at first marriage - females","27.6",""
"2012","Slovakia","Total first marriage rate - males",":",""
"2012","Finland","Marriages","28,878",""
"2012","Finland","Crude marriage rate","5.3",""
"2012","Finland","Mean age at first marriage - males","33.0",""
"2012","Finland","Mean age at first marriage - females","30.7",""
"2012","Finland","Total first marriage rate - males",":",""
"2012","Sweden","Marriages","50,044",""
"2012","Sweden","Crude marriage rate","5.3",""
"2012","Sweden","Mean age at first marriage - males","35.9",""
"2012","Sweden","Mean age at first marriage - females","33.3",""
"2012","Sweden","Total first marriage rate - males",":",""
"2012","United Kingdom","Marriages","302,654",""
"2012","United Kingdom","Crude marriage rate",":",""
"2012","United Kingdom","Mean age at first marriage - males",":",""
"2012","United Kingdom","Mean age at first marriage - females",":",""
"2012","United Kingdom","Total first marriage rate - males",":",""
"2012","European Economic Area (EU28 plus IS, LI, NO)","Marriages",":",""
"2012","European Economic Area (EU28 plus IS, LI, NO)","Crude marriage rate",":",""
"2012","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2012","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2012","European Economic Area (EU28 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2012","European Economic Area (EU27 plus IS, LI, NO)","Marriages",":",""
"2012","European Economic Area (EU27 plus IS, LI, NO)","Crude marriage rate",":",""
"2012","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2012","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2012","European Economic Area (EU27 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2012","European Free Trade Association","Marriages",":",""
"2012","European Free Trade Association","Crude marriage rate",":",""
"2012","European Free Trade Association","Mean age at first marriage - males",":",""
"2012","European Free Trade Association","Mean age at first marriage - females",":",""
"2012","European Free Trade Association","Total first marriage rate - males",":",""
"2012","Iceland","Marriages",":",""
"2012","Iceland","Crude marriage rate",":",""
"2012","Iceland","Mean age at first marriage - males",":",""
"2012","Iceland","Mean age at first marriage - females",":",""
"2012","Iceland","Total first marriage rate - males",":",""
"2012","Liechtenstein","Marriages","185",""
"2012","Liechtenstein","Crude marriage rate","5.0",""
"2012","Liechtenstein","Mean age at first marriage - males","33.5",""
"2012","Liechtenstein","Mean age at first marriage - females","31.5",""
"2012","Liechtenstein","Total first marriage rate - males",":",""
"2012","Norway","Marriages","24,077",""
"2012","Norway","Crude marriage rate","4.8",""
"2012","Norway","Mean age at first marriage - males","34.1",""
"2012","Norway","Mean age at first marriage - females","31.4",""
"2012","Norway","Total first marriage rate - males",":",""
"2012","Switzerland","Marriages","42,654",""
"2012","Switzerland","Crude marriage rate","5.3",""
"2012","Switzerland","Mean age at first marriage - males","32.4",""
"2012","Switzerland","Mean age at first marriage - females","29.9",""
"2012","Switzerland","Total first marriage rate - males",":",""
"2012","Montenegro","Marriages","3,306",""
"2012","Montenegro","Crude marriage rate","5.3",""
"2012","Montenegro","Mean age at first marriage - males",":",""
"2012","Montenegro","Mean age at first marriage - females",":",""
"2012","Montenegro","Total first marriage rate - males",":",""
"2012","North Macedonia","Marriages","13,991",""
"2012","North Macedonia","Crude marriage rate","6.8",""
"2012","North Macedonia","Mean age at first marriage - males",":",""
"2012","North Macedonia","Mean age at first marriage - females",":",""
"2012","North Macedonia","Total first marriage rate - males",":",""
"2012","Albania","Marriages","22,891",""
"2012","Albania","Crude marriage rate",":",""
"2012","Albania","Mean age at first marriage - males",":",""
"2012","Albania","Mean age at first marriage - females",":",""
"2012","Albania","Total first marriage rate - males",":",""
"2012","Serbia","Marriages","34,639",""
"2012","Serbia","Crude marriage rate","4.8",""
"2012","Serbia","Mean age at first marriage - males","30.6",""
"2012","Serbia","Mean age at first marriage - females","27.4",""
"2012","Serbia","Total first marriage rate - males",":",""
"2012","Turkey","Marriages","603,751",""
"2012","Turkey","Crude marriage rate","8.0",""
"2012","Turkey","Mean age at first marriage - males",":",""
"2012","Turkey","Mean age at first marriage - females",":",""
"2012","Turkey","Total first marriage rate - males",":",""
"2012","Andorra","Marriages","288",""
"2012","Andorra","Crude marriage rate","3.7",""
"2012","Andorra","Mean age at first marriage - males",":",""
"2012","Andorra","Mean age at first marriage - females",":",""
"2012","Andorra","Total first marriage rate - males",":",""
"2012","Belarus","Marriages","76,245",""
"2012","Belarus","Crude marriage rate","8.1",""
"2012","Belarus","Mean age at first marriage - males","26.8",""
"2012","Belarus","Mean age at first marriage - females","24.4",""
"2012","Belarus","Total first marriage rate - males",":",""
"2012","Bosnia and Herzegovina","Marriages","18,235",""
"2012","Bosnia and Herzegovina","Crude marriage rate","4.8",""
"2012","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2012","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2012","Bosnia and Herzegovina","Total first marriage rate - males",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages","17,169",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","9.5",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males",":",""
"2012","Moldova","Marriages","24,262",""
"2012","Moldova","Crude marriage rate","6.8",""
"2012","Moldova","Mean age at first marriage - males",":",""
"2012","Moldova","Mean age at first marriage - females",":",""
"2012","Moldova","Total first marriage rate - males",":",""
"2012","Monaco","Marriages",":",""
"2012","Monaco","Crude marriage rate",":",""
"2012","Monaco","Mean age at first marriage - males",":",""
"2012","Monaco","Mean age at first marriage - females",":",""
"2012","Monaco","Total first marriage rate - males",":",""
"2012","Russia","Marriages",":",""
"2012","Russia","Crude marriage rate",":",""
"2012","Russia","Mean age at first marriage - males",":",""
"2012","Russia","Mean age at first marriage - females",":",""
"2012","Russia","Total first marriage rate - males",":",""
"2012","San Marino","Marriages","203",""
"2012","San Marino","Crude marriage rate","6.1",""
"2012","San Marino","Mean age at first marriage - males","32.2",""
"2012","San Marino","Mean age at first marriage - females","30.1",""
"2012","San Marino","Total first marriage rate - males",":",""
"2012","Ukraine","Marriages","278,276",""
"2012","Ukraine","Crude marriage rate","6.1",""
"2012","Ukraine","Mean age at first marriage - males",":",""
"2012","Ukraine","Mean age at first marriage - females",":",""
"2012","Ukraine","Total first marriage rate - males",":",""
"2012","Armenia","Marriages",":",""
"2012","Armenia","Crude marriage rate",":",""
"2012","Armenia","Mean age at first marriage - males",":",""
"2012","Armenia","Mean age at first marriage - females",":",""
"2012","Armenia","Total first marriage rate - males",":",""
"2012","Azerbaijan","Marriages","79,065",""
"2012","Azerbaijan","Crude marriage rate","8.5",""
"2012","Azerbaijan","Mean age at first marriage - males",":",""
"2012","Azerbaijan","Mean age at first marriage - females",":",""
"2012","Azerbaijan","Total first marriage rate - males",":",""
"2012","Georgia","Marriages",":",""
"2012","Georgia","Crude marriage rate",":",""
"2012","Georgia","Mean age at first marriage - males",":",""
"2012","Georgia","Mean age at first marriage - females",":",""
"2012","Georgia","Total first marriage rate - males",":",""
"2013","European Union - 28 countries","Marriages","2,072,711",""
"2013","European Union - 28 countries","Crude marriage rate","4.1",""
"2013","European Union - 28 countries","Mean age at first marriage - males",":",""
"2013","European Union - 28 countries","Mean age at first marriage - females",":",""
"2013","European Union - 28 countries","Total first marriage rate - males",":",""
"2013","European Union - 27 countries (2007-2013)","Marriages","2,053,542",""
"2013","European Union - 27 countries (2007-2013)","Crude marriage rate","4.1",""
"2013","European Union - 27 countries (2007-2013)","Mean age at first marriage - males",":",""
"2013","European Union - 27 countries (2007-2013)","Mean age at first marriage - females",":",""
"2013","European Union - 27 countries (2007-2013)","Total first marriage rate - males",":",""
"2013","Euro area (19 countries)","Marriages","1,307,571",""
"2013","Euro area (19 countries)","Crude marriage rate","3.9",""
"2013","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2013","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2013","Euro area (19 countries)","Total first marriage rate - males",":",""
"2013","Euro area (18 countries)","Marriages","1,287,102",""
"2013","Euro area (18 countries)","Crude marriage rate","3.9",""
"2013","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2013","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2013","Euro area (18 countries)","Total first marriage rate - males",":",""
"2013","Belgium","Marriages","37,854",""
"2013","Belgium","Crude marriage rate","3.4",""
"2013","Belgium","Mean age at first marriage - males",":",""
"2013","Belgium","Mean age at first marriage - females",":",""
"2013","Belgium","Total first marriage rate - males",":",""
"2013","Bulgaria","Marriages","21,943",""
"2013","Bulgaria","Crude marriage rate","3.0",""
"2013","Bulgaria","Mean age at first marriage - males","30.0",""
"2013","Bulgaria","Mean age at first marriage - females","26.7",""
"2013","Bulgaria","Total first marriage rate - males","0.38",""
"2013","Czechia","Marriages","43,499",""
"2013","Czechia","Crude marriage rate","4.1",""
"2013","Czechia","Mean age at first marriage - males","31.3",""
"2013","Czechia","Mean age at first marriage - females","28.5",""
"2013","Czechia","Total first marriage rate - males","0.42",""
"2013","Denmark","Marriages","27,503",""
"2013","Denmark","Crude marriage rate","4.9",""
"2013","Denmark","Mean age at first marriage - males","34.4",""
"2013","Denmark","Mean age at first marriage - females","31.9",""
"2013","Denmark","Total first marriage rate - males","0.59",""
"2013","Germany (until 1990 former territory of the FRG)","Marriages","373,655",""
"2013","Germany (until 1990 former territory of the FRG)","Crude marriage rate","4.6",""
"2013","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males","33.2",""
"2013","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females","30.5",""
"2013","Germany (until 1990 former territory of the FRG)","Total first marriage rate - males","0.55",""
"2013","Germany including former GDR","Marriages","373,655",""
"2013","Germany including former GDR","Crude marriage rate","4.6",""
"2013","Germany including former GDR","Mean age at first marriage - males","33.2",""
"2013","Germany including former GDR","Mean age at first marriage - females","30.5",""
"2013","Germany including former GDR","Total first marriage rate - males","0.55",""
"2013","Estonia","Marriages","5,630",""
"2013","Estonia","Crude marriage rate","4.3",""
"2013","Estonia","Mean age at first marriage - males","31.3",""
"2013","Estonia","Mean age at first marriage - females","28.8",""
"2013","Estonia","Total first marriage rate - males","0.43",""
"2013","Ireland","Marriages","20,680",""
"2013","Ireland","Crude marriage rate","4.5",""
"2013","Ireland","Mean age at first marriage - males","33.5",""
"2013","Ireland","Mean age at first marriage - females","31.8",""
"2013","Ireland","Total first marriage rate - males","0.54",""
"2013","Greece","Marriages","51,256",""
"2013","Greece","Crude marriage rate","4.7",""
"2013","Greece","Mean age at first marriage - males","32.9",""
"2013","Greece","Mean age at first marriage - females","29.7",""
"2013","Greece","Total first marriage rate - males","0.59",""
"2013","Spain","Marriages","154,470",""
"2013","Spain","Crude marriage rate","3.3",""
"2013","Spain","Mean age at first marriage - males","34.4",""
"2013","Spain","Mean age at first marriage - females","32.2",""
"2013","Spain","Total first marriage rate - males","0.37",""
"2013","France","Marriages","238,720",""
"2013","France","Crude marriage rate","3.6",""
"2013","France","Mean age at first marriage - males","34.1",""
"2013","France","Mean age at first marriage - females","31.7",""
"2013","France","Total first marriage rate - males","0.47",""
"2013","France (metropolitan)","Marriages",":",""
"2013","France (metropolitan)","Crude marriage rate",":",""
"2013","France (metropolitan)","Mean age at first marriage - males",":",""
"2013","France (metropolitan)","Mean age at first marriage - females",":",""
"2013","France (metropolitan)","Total first marriage rate - males",":",""
"2013","Croatia","Marriages","19,169",""
"2013","Croatia","Crude marriage rate","4.5",""
"2013","Croatia","Mean age at first marriage - males","30.5",""
"2013","Croatia","Mean age at first marriage - females","27.6",""
"2013","Croatia","Total first marriage rate - males","0.60",""
"2013","Italy","Marriages","194,057",""
"2013","Italy","Crude marriage rate","3.2",""
"2013","Italy","Mean age at first marriage - males","34.0",""
"2013","Italy","Mean age at first marriage - females","31.1",""
"2013","Italy","Total first marriage rate - males","0.45",""
"2013","Cyprus","Marriages","5,493",""
"2013","Cyprus","Crude marriage rate","6.4",""
"2013","Cyprus","Mean age at first marriage - males",":",""
"2013","Cyprus","Mean age at first marriage - females",":",""
"2013","Cyprus","Total first marriage rate - males",":",""
"2013","Latvia","Marriages","11,436",""
"2013","Latvia","Crude marriage rate","5.7",""
"2013","Latvia","Mean age at first marriage - males","30.2",""
"2013","Latvia","Mean age at first marriage - females","27.9",""
"2013","Latvia","Total first marriage rate - males","0.57",""
"2013","Lithuania","Marriages","20,469",""
"2013","Lithuania","Crude marriage rate","6.9",""
"2013","Lithuania","Mean age at first marriage - males","29.5",""
"2013","Lithuania","Mean age at first marriage - females","27.1",""
"2013","Lithuania","Total first marriage rate - males","0.82",""
"2013","Luxembourg","Marriages","1,722",""
"2013","Luxembourg","Crude marriage rate","3.2",""
"2013","Luxembourg","Mean age at first marriage - males","32.7",""
"2013","Luxembourg","Mean age at first marriage - females","29.7",""
"2013","Luxembourg","Total first marriage rate - males","0.32",""
"2013","Hungary","Marriages","36,986",""
"2013","Hungary","Crude marriage rate","3.7",""
"2013","Hungary","Mean age at first marriage - males","31.9",""
"2013","Hungary","Mean age at first marriage - females","29.0",""
"2013","Hungary","Total first marriage rate - males","0.41",""
"2013","Malta","Marriages","2,578",""
"2013","Malta","Crude marriage rate","6.1",""
"2013","Malta","Mean age at first marriage - males",":",""
"2013","Malta","Mean age at first marriage - females",":",""
"2013","Malta","Total first marriage rate - males",":",""
"2013","Netherlands","Marriages","64,549",""
"2013","Netherlands","Crude marriage rate","3.8",""
"2013","Netherlands","Mean age at first marriage - males","32.9",""
"2013","Netherlands","Mean age at first marriage - females","30.3",""
"2013","Netherlands","Total first marriage rate - males","0.46",""
"2013","Austria","Marriages","36,140",""
"2013","Austria","Crude marriage rate","4.3",""
"2013","Austria","Mean age at first marriage - males",":",""
"2013","Austria","Mean age at first marriage - females",":",""
"2013","Austria","Total first marriage rate - males",":",""
"2013","Poland","Marriages","180,396",""
"2013","Poland","Crude marriage rate","4.7",""
"2013","Poland","Mean age at first marriage - males","29.0",""
"2013","Poland","Mean age at first marriage - females","26.6",""
"2013","Poland","Total first marriage rate - males","0.53",""
